Date,FinancialYear,GAG Period,GAG Year & Period,ID
2012-08-31 00:00:00,12-13,03,FY 12-13- P03,2981
2012-09-01 00:00:00,12-13,03,FY 12-13- P03,2982
2012-09-02 00:00:00,12-13,03,FY 12-13- P03,2983
2012-09-03 00:00:00,12-13,03,FY 12-13- P03,2984
2012-09-04 00:00:00,12-13,03,FY 12-13- P03,2985
2012-09-05 00:00:00,12-13,03,FY 12-13- P03,2986
2012-09-06 00:00:00,12-13,03,FY 12-13- P03,2987
2012-09-07 00:00:00,12-13,03,FY 12-13- P03,2988
2012-09-08 00:00:00,12-13,03,FY 12-13- P03,2989
2012-09-09 00:00:00,12-13,03,FY 12-13- P03,2990
2012-09-10 00:00:00,12-13,03,FY 12-13- P03,2991
2012-09-11 00:00:00,12-13,03,FY 12-13- P03,2992
2012-09-12 00:00:00,12-13,03,FY 12-13- P03,2993
2012-09-13 00:00:00,12-13,03,FY 12-13- P03,2994
2012-09-14 00:00:00,12-13,03,FY 12-13- P03,2995
2012-09-15 00:00:00,12-13,03,FY 12-13- P03,2996
2012-09-16 00:00:00,12-13,03,FY 12-13- P03,2997
2012-09-17 00:00:00,12-13,03,FY 12-13- P03,2998
2012-09-18 00:00:00,12-13,03,FY 12-13- P03,2999
2012-09-19 00:00:00,12-13,03,FY 12-13- P03,3000
2012-09-20 00:00:00,12-13,03,FY 12-13- P03,3001
2012-09-21 00:00:00,12-13,03,FY 12-13- P03,3002
2012-09-22 00:00:00,12-13,03,FY 12-13- P03,3003
2012-09-23 00:00:00,12-13,03,FY 12-13- P03,3004
2012-09-24 00:00:00,12-13,03,FY 12-13- P03,3005
2012-09-25 00:00:00,12-13,03,FY 12-13- P03,3006
2012-09-26 00:00:00,12-13,03,FY 12-13- P03,3007
2012-09-27 00:00:00,12-13,03,FY 12-13- P03,3008
2012-09-28 00:00:00,12-13,03,FY 12-13- P03,3009
2012-09-29 00:00:00,12-13,03,FY 12-13- P03,3010
2012-09-30 00:00:00,12-13,04,FY 12-13- P04,3011
2012-10-01 00:00:00,12-13,04,FY 12-13- P04,3012
2012-10-02 00:00:00,12-13,04,FY 12-13- P04,3013
2012-10-03 00:00:00,12-13,04,FY 12-13- P04,3014
2012-10-04 00:00:00,12-13,04,FY 12-13- P04,3015
2012-10-05 00:00:00,12-13,04,FY 12-13- P04,3016
2012-10-06 00:00:00,12-13,04,FY 12-13- P04,3017
2012-10-07 00:00:00,12-13,04,FY 12-13- P04,3018
2012-10-08 00:00:00,12-13,04,FY 12-13- P04,3019
2012-10-09 00:00:00,12-13,04,FY 12-13- P04,3020
2012-10-10 00:00:00,12-13,04,FY 12-13- P04,3021
2012-10-11 00:00:00,12-13,04,FY 12-13- P04,3022
2012-10-12 00:00:00,12-13,04,FY 12-13- P04,3023
2012-10-13 00:00:00,12-13,04,FY 12-13- P04,3024
2012-10-14 00:00:00,12-13,04,FY 12-13- P04,3025
2012-10-15 00:00:00,12-13,04,FY 12-13- P04,3026
2012-10-16 00:00:00,12-13,04,FY 12-13- P04,3027
2012-10-17 00:00:00,12-13,04,FY 12-13- P04,3028
2012-10-18 00:00:00,12-13,04,FY 12-13- P04,3029
2012-10-19 00:00:00,12-13,04,FY 12-13- P04,3030
2012-10-20 00:00:00,12-13,04,FY 12-13- P04,3031
2012-10-21 00:00:00,12-13,04,FY 12-13- P04,3032
2012-10-22 00:00:00,12-13,04,FY 12-13- P04,3033
2012-10-23 00:00:00,12-13,04,FY 12-13- P04,3034
2012-10-24 00:00:00,12-13,04,FY 12-13- P04,3035
2012-10-25 00:00:00,12-13,04,FY 12-13- P04,3036
2012-10-26 00:00:00,12-13,04,FY 12-13- P04,3037
2012-10-27 00:00:00,12-13,04,FY 12-13- P04,3038
2012-10-28 00:00:00,12-13,05,FY 12-13- P05,3039
2012-10-29 00:00:00,12-13,05,FY 12-13- P05,3040
2012-10-30 00:00:00,12-13,05,FY 12-13- P05,3041
2012-10-31 00:00:00,12-13,05,FY 12-13- P05,3042
2012-11-01 00:00:00,12-13,05,FY 12-13- P05,3043
2012-11-02 00:00:00,12-13,05,FY 12-13- P05,3044
2012-11-03 00:00:00,12-13,05,FY 12-13- P05,3045
2012-11-04 00:00:00,12-13,05,FY 12-13- P05,3046
2012-11-05 00:00:00,12-13,05,FY 12-13- P05,3047
2012-11-06 00:00:00,12-13,05,FY 12-13- P05,3048
2012-11-07 00:00:00,12-13,05,FY 12-13- P05,3049
2012-11-08 00:00:00,12-13,05,FY 12-13- P05,3050
2012-11-09 00:00:00,12-13,05,FY 12-13- P05,3051
2012-11-10 00:00:00,12-13,05,FY 12-13- P05,3052
2012-11-11 00:00:00,12-13,05,FY 12-13- P05,3053
2012-11-12 00:00:00,12-13,05,FY 12-13- P05,3054
2012-11-13 00:00:00,12-13,05,FY 12-13- P05,3055
2012-11-14 00:00:00,12-13,05,FY 12-13- P05,3056
2012-11-15 00:00:00,12-13,05,FY 12-13- P05,3057
2012-11-16 00:00:00,12-13,05,FY 12-13- P05,3058
2012-11-17 00:00:00,12-13,05,FY 12-13- P05,3059
2012-11-18 00:00:00,12-13,05,FY 12-13- P05,3060
2012-11-19 00:00:00,12-13,05,FY 12-13- P05,3061
2012-11-20 00:00:00,12-13,05,FY 12-13- P05,3062
2012-11-21 00:00:00,12-13,05,FY 12-13- P05,3063
2012-11-22 00:00:00,12-13,05,FY 12-13- P05,3064
2012-11-23 00:00:00,12-13,05,FY 12-13- P05,3065
2012-11-24 00:00:00,12-13,05,FY 12-13- P05,3066
2012-11-25 00:00:00,12-13,06,FY 12-13- P06,3067
2012-11-26 00:00:00,12-13,06,FY 12-13- P06,3068
2012-11-27 00:00:00,12-13,06,FY 12-13- P06,3069
2012-11-28 00:00:00,12-13,06,FY 12-13- P06,3070
2012-11-29 00:00:00,12-13,06,FY 12-13- P06,3071
2012-11-30 00:00:00,12-13,06,FY 12-13- P06,3072
2012-12-01 00:00:00,12-13,06,FY 12-13- P06,3073
2012-12-02 00:00:00,12-13,06,FY 12-13- P06,3074
2012-12-03 00:00:00,12-13,06,FY 12-13- P06,3075
2012-12-04 00:00:00,12-13,06,FY 12-13- P06,3076
2012-12-05 00:00:00,12-13,06,FY 12-13- P06,3077
2012-12-06 00:00:00,12-13,06,FY 12-13- P06,3078
2012-12-07 00:00:00,12-13,06,FY 12-13- P06,3079
2012-12-08 00:00:00,12-13,06,FY 12-13- P06,3080
2012-12-09 00:00:00,12-13,06,FY 12-13- P06,3081
2012-12-10 00:00:00,12-13,06,FY 12-13- P06,3082
2012-12-11 00:00:00,12-13,06,FY 12-13- P06,3083
2012-12-12 00:00:00,12-13,06,FY 12-13- P06,3084
2012-12-13 00:00:00,12-13,06,FY 12-13- P06,3085
2012-12-14 00:00:00,12-13,06,FY 12-13- P06,3086
2012-12-15 00:00:00,12-13,06,FY 12-13- P06,3087
2012-12-16 00:00:00,12-13,06,FY 12-13- P06,3088
2012-12-17 00:00:00,12-13,06,FY 12-13- P06,3089
2012-12-18 00:00:00,12-13,06,FY 12-13- P06,3090
2012-12-19 00:00:00,12-13,06,FY 12-13- P06,3091
2012-12-20 00:00:00,12-13,06,FY 12-13- P06,3092
2012-12-21 00:00:00,12-13,06,FY 12-13- P06,3093
2012-12-22 00:00:00,12-13,06,FY 12-13- P06,3094
2012-12-23 00:00:00,12-13,06,FY 12-13- P06,3095
2012-12-24 00:00:00,12-13,06,FY 12-13- P06,3096
2012-12-25 00:00:00,12-13,06,FY 12-13- P06,3097
2012-12-26 00:00:00,12-13,06,FY 12-13- P06,3098
2012-12-27 00:00:00,12-13,06,FY 12-13- P06,3099
2012-12-28 00:00:00,12-13,06,FY 12-13- P06,3100
2012-12-29 00:00:00,12-13,06,FY 12-13- P06,3101
2012-12-30 00:00:00,12-13,07,FY 12-13- P07,3102
2012-12-31 00:00:00,12-13,07,FY 12-13- P07,3103
2013-01-01 00:00:00,12-13,07,FY 12-13- P07,3104
2013-01-02 00:00:00,12-13,07,FY 12-13- P07,3105
2013-01-03 00:00:00,12-13,07,FY 12-13- P07,3106
2013-01-04 00:00:00,12-13,07,FY 12-13- P07,3107
2013-01-05 00:00:00,12-13,07,FY 12-13- P07,3108
2013-01-06 00:00:00,12-13,07,FY 12-13- P07,3109
2013-01-07 00:00:00,12-13,07,FY 12-13- P07,3110
2013-01-08 00:00:00,12-13,07,FY 12-13- P07,3111
2013-01-09 00:00:00,12-13,07,FY 12-13- P07,3112
2013-01-10 00:00:00,12-13,07,FY 12-13- P07,3113
2013-01-11 00:00:00,12-13,07,FY 12-13- P07,3114
2013-01-12 00:00:00,12-13,07,FY 12-13- P07,3115
2013-01-13 00:00:00,12-13,07,FY 12-13- P07,3116
2013-01-14 00:00:00,12-13,07,FY 12-13- P07,3117
2013-01-15 00:00:00,12-13,07,FY 12-13- P07,3118
2013-01-16 00:00:00,12-13,07,FY 12-13- P07,3119
2013-01-17 00:00:00,12-13,07,FY 12-13- P07,3120
2013-01-18 00:00:00,12-13,07,FY 12-13- P07,3121
2013-01-19 00:00:00,12-13,07,FY 12-13- P07,3122
2013-01-20 00:00:00,12-13,07,FY 12-13- P07,3123
2013-01-21 00:00:00,12-13,07,FY 12-13- P07,3124
2013-01-22 00:00:00,12-13,07,FY 12-13- P07,3125
2013-01-23 00:00:00,12-13,07,FY 12-13- P07,3126
2013-01-24 00:00:00,12-13,07,FY 12-13- P07,3127
2013-01-25 00:00:00,12-13,07,FY 12-13- P07,3128
2013-01-26 00:00:00,12-13,07,FY 12-13- P07,3129
2013-01-27 00:00:00,12-13,08,FY 12-13- P08,3130
2013-01-28 00:00:00,12-13,08,FY 12-13- P08,3131
2013-01-29 00:00:00,12-13,08,FY 12-13- P08,3132
2013-01-30 00:00:00,12-13,08,FY 12-13- P08,3133
2013-01-31 00:00:00,12-13,08,FY 12-13- P08,3134
2013-02-01 00:00:00,12-13,08,FY 12-13- P08,3135
2013-02-02 00:00:00,12-13,08,FY 12-13- P08,3136
2013-02-03 00:00:00,12-13,08,FY 12-13- P08,3137
2013-02-04 00:00:00,12-13,08,FY 12-13- P08,3138
2013-02-05 00:00:00,12-13,08,FY 12-13- P08,3139
2013-02-06 00:00:00,12-13,08,FY 12-13- P08,3140
2013-02-07 00:00:00,12-13,08,FY 12-13- P08,3141
2013-02-08 00:00:00,12-13,08,FY 12-13- P08,3142
2013-02-09 00:00:00,12-13,08,FY 12-13- P08,3143
2013-02-10 00:00:00,12-13,08,FY 12-13- P08,3144
2013-02-11 00:00:00,12-13,08,FY 12-13- P08,3145
2013-02-12 00:00:00,12-13,08,FY 12-13- P08,3146
2013-02-13 00:00:00,12-13,08,FY 12-13- P08,3147
2013-02-14 00:00:00,12-13,08,FY 12-13- P08,3148
2013-02-15 00:00:00,12-13,08,FY 12-13- P08,3149
2013-02-16 00:00:00,12-13,08,FY 12-13- P08,3150
2013-02-17 00:00:00,12-13,08,FY 12-13- P08,3151
2013-02-18 00:00:00,12-13,08,FY 12-13- P08,3152
2013-02-19 00:00:00,12-13,08,FY 12-13- P08,3153
2013-02-20 00:00:00,12-13,08,FY 12-13- P08,3154
2013-02-21 00:00:00,12-13,08,FY 12-13- P08,3155
2013-02-22 00:00:00,12-13,08,FY 12-13- P08,3156
2013-02-23 00:00:00,12-13,08,FY 12-13- P08,3157
2013-02-24 00:00:00,12-13,09,FY 12-13- P09,3158
2013-02-25 00:00:00,12-13,09,FY 12-13- P09,3159
2013-02-26 00:00:00,12-13,09,FY 12-13- P09,3160
2013-02-27 00:00:00,12-13,09,FY 12-13- P09,3161
2013-02-28 00:00:00,12-13,09,FY 12-13- P09,3162
2013-03-01 00:00:00,12-13,09,FY 12-13- P09,3163
2013-03-02 00:00:00,12-13,09,FY 12-13- P09,3164
2013-03-03 00:00:00,12-13,09,FY 12-13- P09,3165
2013-03-04 00:00:00,12-13,09,FY 12-13- P09,3166
2013-03-05 00:00:00,12-13,09,FY 12-13- P09,3167
2013-03-06 00:00:00,12-13,09,FY 12-13- P09,3168
2013-03-07 00:00:00,12-13,09,FY 12-13- P09,3169
2013-03-08 00:00:00,12-13,09,FY 12-13- P09,3170
2013-03-09 00:00:00,12-13,09,FY 12-13- P09,3171
2013-03-10 00:00:00,12-13,09,FY 12-13- P09,3172
2013-03-11 00:00:00,12-13,09,FY 12-13- P09,3173
2013-03-12 00:00:00,12-13,09,FY 12-13- P09,3174
2013-03-13 00:00:00,12-13,09,FY 12-13- P09,3175
2013-03-14 00:00:00,12-13,09,FY 12-13- P09,3176
2013-03-15 00:00:00,12-13,09,FY 12-13- P09,3177
2013-03-16 00:00:00,12-13,09,FY 12-13- P09,3178
2013-03-17 00:00:00,12-13,09,FY 12-13- P09,3179
2013-03-18 00:00:00,12-13,09,FY 12-13- P09,3180
2013-03-19 00:00:00,12-13,09,FY 12-13- P09,3181
2013-03-20 00:00:00,12-13,09,FY 12-13- P09,3182
2013-03-21 00:00:00,12-13,09,FY 12-13- P09,3183
2013-03-22 00:00:00,12-13,09,FY 12-13- P09,3184
2013-03-23 00:00:00,12-13,09,FY 12-13- P09,3185
2013-03-24 00:00:00,12-13,09,FY 12-13- P09,3186
2013-03-25 00:00:00,12-13,09,FY 12-13- P09,3187
2013-03-26 00:00:00,12-13,09,FY 12-13- P09,3188
2013-03-27 00:00:00,12-13,09,FY 12-13- P09,3189
2013-03-28 00:00:00,12-13,09,FY 12-13- P09,3190
2013-03-29 00:00:00,12-13,09,FY 12-13- P09,3191
2013-03-30 00:00:00,12-13,09,FY 12-13- P09,3192
2013-03-31 00:00:00,12-13,10,FY 12-13- P10,3193
2013-04-01 00:00:00,12-13,10,FY 12-13- P10,3194
2013-04-02 00:00:00,12-13,10,FY 12-13- P10,3195
2013-04-03 00:00:00,12-13,10,FY 12-13- P10,3196
2013-04-04 00:00:00,12-13,10,FY 12-13- P10,3197
2013-04-05 00:00:00,12-13,10,FY 12-13- P10,3198
2013-04-06 00:00:00,12-13,10,FY 12-13- P10,3199
2013-04-07 00:00:00,12-13,10,FY 12-13- P10,3200
2013-04-08 00:00:00,12-13,10,FY 12-13- P10,3201
2013-04-09 00:00:00,12-13,10,FY 12-13- P10,3202
2013-04-10 00:00:00,12-13,10,FY 12-13- P10,3203
2013-04-11 00:00:00,12-13,10,FY 12-13- P10,3204
2013-04-12 00:00:00,12-13,10,FY 12-13- P10,3205
2013-04-13 00:00:00,12-13,10,FY 12-13- P10,3206
2013-04-14 00:00:00,12-13,10,FY 12-13- P10,3207
2013-04-15 00:00:00,12-13,10,FY 12-13- P10,3208
2013-04-16 00:00:00,12-13,10,FY 12-13- P10,3209
2013-04-17 00:00:00,12-13,10,FY 12-13- P10,3210
2013-04-18 00:00:00,12-13,10,FY 12-13- P10,3211
2013-04-19 00:00:00,12-13,10,FY 12-13- P10,3212
2013-04-20 00:00:00,12-13,10,FY 12-13- P10,3213
2013-04-21 00:00:00,12-13,10,FY 12-13- P10,3214
2013-04-22 00:00:00,12-13,10,FY 12-13- P10,3215
2013-04-23 00:00:00,12-13,10,FY 12-13- P10,3216
2013-04-24 00:00:00,12-13,10,FY 12-13- P10,3217
2013-04-25 00:00:00,12-13,10,FY 12-13- P10,3218
2013-04-26 00:00:00,12-13,10,FY 12-13- P10,3219
2013-04-27 00:00:00,12-13,10,FY 12-13- P10,3220
2013-04-28 00:00:00,12-13,11,FY 12-13- P11,3221
2013-04-29 00:00:00,12-13,11,FY 12-13- P11,3222
2013-04-30 00:00:00,12-13,11,FY 12-13- P11,3223
2013-05-01 00:00:00,12-13,11,FY 12-13- P11,3224
2013-05-02 00:00:00,12-13,11,FY 12-13- P11,3225
2013-05-03 00:00:00,12-13,11,FY 12-13- P11,3226
2013-05-04 00:00:00,12-13,11,FY 12-13- P11,3227
2013-05-05 00:00:00,12-13,11,FY 12-13- P11,3228
2013-05-06 00:00:00,12-13,11,FY 12-13- P11,3229
2013-05-07 00:00:00,12-13,11,FY 12-13- P11,3230
2013-05-08 00:00:00,12-13,11,FY 12-13- P11,3231
2013-05-09 00:00:00,12-13,11,FY 12-13- P11,3232
2013-05-10 00:00:00,12-13,11,FY 12-13- P11,3233
2013-05-11 00:00:00,12-13,11,FY 12-13- P11,3234
2013-05-12 00:00:00,12-13,11,FY 12-13- P11,3235
2013-05-13 00:00:00,12-13,11,FY 12-13- P11,3236
2013-05-14 00:00:00,12-13,11,FY 12-13- P11,3237
2013-05-15 00:00:00,12-13,11,FY 12-13- P11,3238
2013-05-16 00:00:00,12-13,11,FY 12-13- P11,3239
2013-05-17 00:00:00,12-13,11,FY 12-13- P11,3240
2013-05-18 00:00:00,12-13,11,FY 12-13- P11,3241
2013-05-19 00:00:00,12-13,11,FY 12-13- P11,3242
2013-05-20 00:00:00,12-13,11,FY 12-13- P11,3243
2013-05-21 00:00:00,12-13,11,FY 12-13- P11,3244
2013-05-22 00:00:00,12-13,11,FY 12-13- P11,3245
2013-05-23 00:00:00,12-13,11,FY 12-13- P11,3246
2013-05-24 00:00:00,12-13,11,FY 12-13- P11,3247
2013-05-25 00:00:00,12-13,11,FY 12-13- P11,3248
2013-05-26 00:00:00,12-13,12,FY 12-13- P12,3249
2013-05-27 00:00:00,12-13,12,FY 12-13- P12,3250
2013-05-28 00:00:00,12-13,12,FY 12-13- P12,3251
2013-05-29 00:00:00,12-13,12,FY 12-13- P12,3252
2013-05-30 00:00:00,12-13,12,FY 12-13- P12,3253
2013-05-31 00:00:00,12-13,12,FY 12-13- P12,3254
2013-06-01 00:00:00,12-13,12,FY 12-13- P12,3255
2013-06-02 00:00:00,12-13,12,FY 12-13- P12,3256
2013-06-03 00:00:00,12-13,12,FY 12-13- P12,3257
2013-06-04 00:00:00,12-13,12,FY 12-13- P12,3258
2013-06-05 00:00:00,12-13,12,FY 12-13- P12,3259
2013-06-06 00:00:00,12-13,12,FY 12-13- P12,3260
2013-06-07 00:00:00,12-13,12,FY 12-13- P12,3261
2013-06-08 00:00:00,12-13,12,FY 12-13- P12,3262
2013-06-09 00:00:00,12-13,12,FY 12-13- P12,3263
2013-06-10 00:00:00,12-13,12,FY 12-13- P12,3264
2013-06-11 00:00:00,12-13,12,FY 12-13- P12,3265
2013-06-12 00:00:00,12-13,12,FY 12-13- P12,3266
2013-06-13 00:00:00,12-13,12,FY 12-13- P12,3267
2013-06-14 00:00:00,12-13,12,FY 12-13- P12,3268
2013-06-15 00:00:00,12-13,12,FY 12-13- P12,3269
2013-06-16 00:00:00,12-13,12,FY 12-13- P12,3270
2013-06-17 00:00:00,12-13,12,FY 12-13- P12,3271
2013-06-18 00:00:00,12-13,12,FY 12-13- P12,3272
2013-06-19 00:00:00,12-13,12,FY 12-13- P12,3273
2013-06-20 00:00:00,12-13,12,FY 12-13- P12,3274
2013-06-21 00:00:00,12-13,12,FY 12-13- P12,3275
2013-06-22 00:00:00,12-13,12,FY 12-13- P12,3276
2013-06-23 00:00:00,12-13,12,FY 12-13- P12,3277
2013-06-24 00:00:00,12-13,12,FY 12-13- P12,3278
2013-06-25 00:00:00,12-13,12,FY 12-13- P12,3279
2013-06-26 00:00:00,12-13,12,FY 12-13- P12,3280
2013-06-27 00:00:00,12-13,12,FY 12-13- P12,3281
2013-06-28 00:00:00,12-13,12,FY 12-13- P12,3282
2013-06-29 00:00:00,12-13,12,FY 12-13- P12,3283
2013-06-30 00:00:00,13-14,01,FY 13-14- P01,3284
2013-07-01 00:00:00,13-14,01,FY 13-14- P01,3285
2013-07-02 00:00:00,13-14,01,FY 13-14- P01,3286
2013-07-03 00:00:00,13-14,01,FY 13-14- P01,3287
2013-07-04 00:00:00,13-14,01,FY 13-14- P01,3288
2013-07-05 00:00:00,13-14,01,FY 13-14- P01,3289
2013-07-06 00:00:00,13-14,01,FY 13-14- P01,3290
2013-07-07 00:00:00,13-14,01,FY 13-14- P01,3291
2013-07-08 00:00:00,13-14,01,FY 13-14- P01,3292
2013-07-09 00:00:00,13-14,01,FY 13-14- P01,3293
2013-07-10 00:00:00,13-14,01,FY 13-14- P01,3294
2013-07-11 00:00:00,13-14,01,FY 13-14- P01,3295
2013-07-12 00:00:00,13-14,01,FY 13-14- P01,3296
2013-07-13 00:00:00,13-14,01,FY 13-14- P01,3297
2013-07-14 00:00:00,13-14,01,FY 13-14- P01,3298
2013-07-15 00:00:00,13-14,01,FY 13-14- P01,3299
2013-07-16 00:00:00,13-14,01,FY 13-14- P01,3300
2013-07-17 00:00:00,13-14,01,FY 13-14- P01,3301
2013-07-18 00:00:00,13-14,01,FY 13-14- P01,3302
2013-07-19 00:00:00,13-14,01,FY 13-14- P01,3303
2013-07-20 00:00:00,13-14,01,FY 13-14- P01,3304
2013-07-21 00:00:00,13-14,01,FY 13-14- P01,3305
2013-07-22 00:00:00,13-14,01,FY 13-14- P01,3306
2013-07-23 00:00:00,13-14,01,FY 13-14- P01,3307
2013-07-24 00:00:00,13-14,01,FY 13-14- P01,3308
2013-07-25 00:00:00,13-14,01,FY 13-14- P01,3309
2013-07-26 00:00:00,13-14,01,FY 13-14- P01,3310
2013-07-27 00:00:00,13-14,01,FY 13-14- P01,3311
2013-07-28 00:00:00,13-14,02,FY 13-14- P02,3312
2013-07-29 00:00:00,13-14,02,FY 13-14- P02,3313
2013-07-30 00:00:00,13-14,02,FY 13-14- P02,3314
2013-07-31 00:00:00,13-14,02,FY 13-14- P02,3315
2013-08-01 00:00:00,13-14,02,FY 13-14- P02,3316
2013-08-02 00:00:00,13-14,02,FY 13-14- P02,3317
2013-08-03 00:00:00,13-14,02,FY 13-14- P02,3318
2013-08-04 00:00:00,13-14,02,FY 13-14- P02,3319
2013-08-05 00:00:00,13-14,02,FY 13-14- P02,3320
2013-08-06 00:00:00,13-14,02,FY 13-14- P02,3321
2013-08-07 00:00:00,13-14,02,FY 13-14- P02,3322
2013-08-08 00:00:00,13-14,02,FY 13-14- P02,3323
2013-08-09 00:00:00,13-14,02,FY 13-14- P02,3324
2013-08-10 00:00:00,13-14,02,FY 13-14- P02,3325
2013-08-11 00:00:00,13-14,02,FY 13-14- P02,3326
2013-08-12 00:00:00,13-14,02,FY 13-14- P02,3327
2013-08-13 00:00:00,13-14,02,FY 13-14- P02,3328
2013-08-14 00:00:00,13-14,02,FY 13-14- P02,3329
2013-08-15 00:00:00,13-14,02,FY 13-14- P02,3330
2013-08-16 00:00:00,13-14,02,FY 13-14- P02,3331
2013-08-17 00:00:00,13-14,02,FY 13-14- P02,3332
2013-08-18 00:00:00,13-14,02,FY 13-14- P02,3333
2013-08-19 00:00:00,13-14,02,FY 13-14- P02,3334
2013-08-20 00:00:00,13-14,02,FY 13-14- P02,3335
2013-08-21 00:00:00,13-14,02,FY 13-14- P02,3336
2013-08-22 00:00:00,13-14,02,FY 13-14- P02,3337
2013-08-23 00:00:00,13-14,02,FY 13-14- P02,3338
2013-08-24 00:00:00,13-14,02,FY 13-14- P02,3339
2013-08-25 00:00:00,13-14,03,FY 13-14- P03,3340
2013-08-26 00:00:00,13-14,03,FY 13-14- P03,3341
2013-08-27 00:00:00,13-14,03,FY 13-14- P03,3342
2013-08-28 00:00:00,13-14,03,FY 13-14- P03,3343
2013-08-29 00:00:00,13-14,03,FY 13-14- P03,3344
2013-08-30 00:00:00,13-14,03,FY 13-14- P03,3345
2013-08-31 00:00:00,13-14,03,FY 13-14- P03,3346
2013-09-01 00:00:00,13-14,03,FY 13-14- P03,3347
2013-09-02 00:00:00,13-14,03,FY 13-14- P03,3348
2013-09-03 00:00:00,13-14,03,FY 13-14- P03,3349
2013-09-04 00:00:00,13-14,03,FY 13-14- P03,3350
2013-09-05 00:00:00,13-14,03,FY 13-14- P03,3351
2013-09-06 00:00:00,13-14,03,FY 13-14- P03,3352
2013-09-07 00:00:00,13-14,03,FY 13-14- P03,3353
2013-09-08 00:00:00,13-14,03,FY 13-14- P03,3354
2013-09-09 00:00:00,13-14,03,FY 13-14- P03,3355
2013-09-10 00:00:00,13-14,03,FY 13-14- P03,3356
2013-09-11 00:00:00,13-14,03,FY 13-14- P03,3357
2013-09-12 00:00:00,13-14,03,FY 13-14- P03,3358
2013-09-13 00:00:00,13-14,03,FY 13-14- P03,3359
2013-09-14 00:00:00,13-14,03,FY 13-14- P03,3360
2013-09-15 00:00:00,13-14,03,FY 13-14- P03,3361
2013-09-16 00:00:00,13-14,03,FY 13-14- P03,3362
2013-09-17 00:00:00,13-14,03,FY 13-14- P03,3363
2013-09-18 00:00:00,13-14,03,FY 13-14- P03,3364
2013-09-19 00:00:00,13-14,03,FY 13-14- P03,3365
2013-09-20 00:00:00,13-14,03,FY 13-14- P03,3366
2013-09-21 00:00:00,13-14,03,FY 13-14- P03,3367
2013-09-22 00:00:00,13-14,03,FY 13-14- P03,3368
2013-09-23 00:00:00,13-14,03,FY 13-14- P03,3369
2013-09-24 00:00:00,13-14,03,FY 13-14- P03,3370
2013-09-25 00:00:00,13-14,03,FY 13-14- P03,3371
2013-09-26 00:00:00,13-14,03,FY 13-14- P03,3372
2013-09-27 00:00:00,13-14,03,FY 13-14- P03,3373
2013-09-28 00:00:00,13-14,03,FY 13-14- P03,3374
2013-09-29 00:00:00,13-14,04,FY 13-14- P04,3375
2013-09-30 00:00:00,13-14,04,FY 13-14- P04,3376
2013-10-01 00:00:00,13-14,04,FY 13-14- P04,3377
2013-10-02 00:00:00,13-14,04,FY 13-14- P04,3378
2013-10-03 00:00:00,13-14,04,FY 13-14- P04,3379
2013-10-04 00:00:00,13-14,04,FY 13-14- P04,3380
2013-10-05 00:00:00,13-14,04,FY 13-14- P04,3381
2013-10-06 00:00:00,13-14,04,FY 13-14- P04,3382
2013-10-07 00:00:00,13-14,04,FY 13-14- P04,3383
2013-10-08 00:00:00,13-14,04,FY 13-14- P04,3384
2013-10-09 00:00:00,13-14,04,FY 13-14- P04,3385
2013-10-10 00:00:00,13-14,04,FY 13-14- P04,3386
2013-10-11 00:00:00,13-14,04,FY 13-14- P04,3387
2013-10-12 00:00:00,13-14,04,FY 13-14- P04,3388
2013-10-13 00:00:00,13-14,04,FY 13-14- P04,3389
2013-10-14 00:00:00,13-14,04,FY 13-14- P04,3390
2013-10-15 00:00:00,13-14,04,FY 13-14- P04,3391
2013-10-16 00:00:00,13-14,04,FY 13-14- P04,3392
2013-10-17 00:00:00,13-14,04,FY 13-14- P04,3393
2013-10-18 00:00:00,13-14,04,FY 13-14- P04,3394
2013-10-19 00:00:00,13-14,04,FY 13-14- P04,3395
2013-10-20 00:00:00,13-14,04,FY 13-14- P04,3396
2013-10-21 00:00:00,13-14,04,FY 13-14- P04,3397
2013-10-22 00:00:00,13-14,04,FY 13-14- P04,3398
2013-10-23 00:00:00,13-14,04,FY 13-14- P04,3399
2013-10-24 00:00:00,13-14,04,FY 13-14- P04,3400
2013-10-25 00:00:00,13-14,04,FY 13-14- P04,3401
2013-10-26 00:00:00,13-14,04,FY 13-14- P04,3402
2013-10-27 00:00:00,13-14,05,FY 13-14- P05,3403
2013-10-28 00:00:00,13-14,05,FY 13-14- P05,3404
2013-10-29 00:00:00,13-14,05,FY 13-14- P05,3405
2013-10-30 00:00:00,13-14,05,FY 13-14- P05,3406
2013-10-31 00:00:00,13-14,05,FY 13-14- P05,3407
2013-11-01 00:00:00,13-14,05,FY 13-14- P05,3408
2013-11-02 00:00:00,13-14,05,FY 13-14- P05,3409
2013-11-03 00:00:00,13-14,05,FY 13-14- P05,3410
2013-11-04 00:00:00,13-14,05,FY 13-14- P05,3411
2013-11-05 00:00:00,13-14,05,FY 13-14- P05,3412
2013-11-06 00:00:00,13-14,05,FY 13-14- P05,3413
2013-11-07 00:00:00,13-14,05,FY 13-14- P05,3414
2013-11-08 00:00:00,13-14,05,FY 13-14- P05,3415
2013-11-09 00:00:00,13-14,05,FY 13-14- P05,3416
